"","site","date","temperature (degrees C)","Spec_Cond (mS)","DO_sat (% sat)","DO (mg/L)","pH (pH)","ORP (mV)","Turbidity (NTU)","Chlor (ug/L)","SSC (mg/L)","Alkalinity (mg CaCO3/L)","DOC_R5 (mg/L)","DOC_Awberc (mg/L)","TOC_R5 (mg/L)","TOC_Awberc (mg/L)","Fluoride (mg/L)","Chloride (mg/L)","Bromide (mg/L)","Nitrate (mg/L)","Orthophosphate (mg/L)","Sulfate (mg/L)","Ammoniacal_nitrogen (mg/L)","DIN (mg/L)","TKN (mg/L)","TDP (mg/L)","TP (mg/L)","Aluminum_dissolved","Calcium (mg/L)","Copper_dissolved (ug/L)","Iron_dissolved (mg/L)","Magnesium (mg/L)","Manganese_dissolved (mg/L)","Potassium (mg/L)","Sodium (mg/L)","Zinc_dissolved (ug/L)","Aluminum_total (mg/L)","Copper_total (mg/L)","Iron_total (mg/L)","Manganese_total (mg/L)","Zinc_total (ug/L)","Flow_condition"
"858","URB",2008-02-11 12:33:00,"2.09","1.806",73.6,10.05,8.38,1.96,1.7,NA,"4.003203","250",3,NA,"3.8",NA,NA,410,"0.089","3.37","0.29",134,"nd","0.76","0.16","0.11","0.14","nd","146","3.5","nd",25.2,"0.0094","2.82",195,"26.6","0.0519","3.76","0.0565","0.0112","29.3","Base"
"859","URB",2008-03-25 11:30:00,"3.61","1.448",116.5,15.26,7.79,-208.3,-0.4,NA,"-0.78431","250",3,NA,"3.1",NA,NA,242,"0.065","1.52","0.26",106,"nd","0.36","0.131","0.12","0.11","nd","120","2.6","nd",19.5,"0.005","2.18",146,"19.6","0.0349","2.86","0.0515","0.00647","20.1","Base"
"860","URB",2008-04-16 09:15:00,"6.27","0.88",102,12.54,7.83,-159.7,-0.1,NA,"-1.16144","280",3.3,NA,"3.4",NA,NA,187,"0.086","0.46","0.22",133,"nd","0.12","nd","0.09","0.1","0.0451","131","1.6","0.0211",22.9,"0.0139","2.13",113,"7.9","0.0817","1.69","0.0416","0.014","8.61","Base"
"861","URB",2008-06-09 11:00:00,"20.02","1.226",76.4,6.84,7.74,-78,16.2,NA,"10.2916","300",4.9,NA,"5.3",NA,NA,175,"0.11","1.19","0.46",127,"nd","0.25","0.171","0.18","0.2","0.0521","129","2.1","0.0112",22.8,"0.0346","4.16",130,"7.6","0.321","2.72","0.341","0.0451","10.2","Base"
"862","URB",2008-07-30 09:15:00,"18.86","1.506",NA,3.43,7.06,183.7,8,14.1,"6.54932","280",NA,NA,NA,NA,NA,274,"0.11","0.33","1.04",56.6,"0.07","0.05","0.624","0.37","0.49","nd","94.6","3.3","0.0333",17,"0.789","4.26",185,"7.5","0.628","3.56","0.752","0.823","12.5","Base"
"863","URB",2008-08-12 13:53:00,"17.78","1.59",74,7.04,7.15,329.6,10.2,NA,"7.39875","270",5.9,NA,"6.1",NA,NA,280,"0.078","0.33","0.94",63.3,"nd","0.06","0.377","0.32","0.43","nd","102","3","0.0102",17.9,"0.408","4.18",196,"nd","0.274","2.94","0.426","0.421","nd","Base"
"864","URB",2008-09-17 11:49:00,"17.63","0.787",17.3,1.59,7.07,-39.7,9.9,NA,"7.62134","100",11.6,NA,"12.6",NA,NA,NA,NA,NA,NA,NA,"15","nd","17.7","2","2.11","nd","50.7","3.2","0.321",15.1,"2.37","7.23",61.7,"8.4","0.0776","4.58","0.533","2.4","14.1","Base"
"865","URB",2008-10-15 13:53:00,"16.35","1.775",42.1,4.1,7.07,263,6.4,NA,"19.12568","280",7.1,NA,"7.3",NA,NA,334,"0.16","0.8","1.12",90.6,"1.62","0.32","2.75","0.45","0.59","0.224","112","3.2","0.576",24.2,"1.82","7.07",218,"14","0.211","2.48","0.665","1.82","9.63","Base"
"866","URB",2008-12-09 11:00:00,"4.06","2.001",30.9,4.02,7.22,260,2.5,NA,"6.7415730337","270",7.1,7.643,"8.4",8.009,NA,427,"0.14","0.99","0.95",59.7,"7.7","0.3","8.53","0.4","0.48","nd","102","3.1","0.0689",26.1,"2.1","6.67",224,"13.7","0.0208","1.19","0.243","2.16","12.4","Base"
"867","URB",NA,NA,NA,NA,NA,NA,NA,NA,NA,"89.3854748603","230",4,4.8875,"5.2",4.95,NA,652,"0.18","3.35","0.15",222,"0.06","0.69","0.577","0.08","0.3","nd","170","4.1","0.0266",35.4,"0.141","4.39",364,"39.1","0.331","5.45","0.534","0.174","34.7","Base"
"868","URB",2009-02-24 09:30:00,"-0.09","3.178",92.8,13.35,13.75,179.5,4,NA,"-0.393081761","240",3.6,4.527,"3.7",4.583,NA,856,"0.18","2.21","0.18",186,"nd","0.48","0.233","0.06","0.066","nd","182","4.1","0.0385",35.4,"0.0649","3.78",450,"24.6","nd","3.7","0.0359","0.0661","26.7","Base"
"869","URB",2009-03-17 13:48:00,"9.74","2.494",136,15.3,7.96,293.4,3.5,NA,"3.59569","280",5.6,5.97,"4.3",5.143,NA,508,"0.15","0.18","0.22",185,NA,"0.03",NA,NA,NA,"nd","144","2.1","0.0268",29.3,"0.0652","3.65",277,"20.4","0.0899","3.27","0.135","0.0712","18.9","Base"
"870","URB",2009-04-27 10:52:00,"16.53","1.53",115.5,11.2,7.99,307.5,-0.6,NA,"1.48002","280",4.4,4.605,"4.3",4.291,NA,239,"0.1","1.49","0.42",129,"0.055","0.22","0.529","0.16","0.13","nd","127","3","0.029",23.2,"0.0693","2.91",148,"21.4","0.0284","nd","0.055","0.0699","18.5","Base"
"871","URB",2009-05-21 13:45:00,"16.69","1.127",66.4,6.15,6.91,87.3,2.6,NA,"2.85987","290",3.8,3.916,"4.1",4.242,NA,257,"0.12","1.28","0.53",135,"nd","0.24","0.703","0.17","0.18","nd","151","2.6","0.0228",27,"0.12","3.8",180,"nd","0.0342","2.65","0.0908","0.134","nd","Base"
"872","URB",2009-06-09 10:12:00,"19.64","1.909",55,5.01,7.78,21.2,1.7,NA,"1.95848","310",5.1,5.521,"5.3",5.198,NA,348,"0.13","0.28","0.42",52.8,"nd","0.19","0.77","0.21","0.26","0.052","134","nd","0.0231",25.5,"0.331","4.41",228,"23.7","0.0972","nd","0.184","0.324","25","Base"
"873","URB",2009-07-16 07:51:00,"20.74","1.879",NA,3.37,7.84,-116,5.8,4.7,"7.33198","300",4.3,7.022,"4.2",6.355,NA,373,"0.2","0.4","0.64",59.9,"0.09","nd","0.704","0.38","0.49","nd","116","nd","0.0398",23.8,"0.779","4.57",214,"25.2","0.11","nd","0.42","23.7","24.9","Base"
"874","URB",2009-09-14 11:29:00,"15.49","1.961",55.7,5.53,7.78,191,4.1,NA,"6.38213","290",5.4,5.974,"5.4",5.548,NA,336,"nd","0.46","0.47",115,"0.05","0.07","0.859","0.25","0.35","nd","129","2.8","0.0173",23.8,"0.558","4.41",236,"6.4","0.0649","3.04","0.427","0.581","nd","Base"
"875","URB",2009-10-06 10:16:00,"11.41","0.041",72,7.85,9.19,40.8,-0.4,NA,"2.01126","290",5.2,5.06,"5.4",4.999,NA,249,"nd","0.85","nd",123,"nd","0.18","0.732","0.19","0.25","nd","130","2.4","0.0252",24.3,"0.187","3.76",176,"7.8","nd","2.9","0.173","0.198","7.93","Base"
"876","URB",NA,"3.04","1.804",75.9,10.14,7.72,70.1,-1.2,2.8,"-6.46726","330",NA,12.59,NA,11.92,0.29,206,"0.21","0.22","nd",182,"n","0.07",NA,"0.33","0.1","0.0827","166","1.6","0.016",34.6,"0.0186","3.25",128,"30.8","nd","nd","nd","0.02","30.2","Base"
"877","URB",2010-02-01 12:02:00,"0.09","2.721",97.5,14.08,7.6,59,-0.9,-0.3,"-3.6961","340",2.8,NA,"2.7",NA,NA,472,"0.22","2.33","nd",168,"nd","0.59","0.601","n","n","0.0719","175","2.1","0.0142",33.3,"0.0233","2.91",256,"49.9","0.103","3.27","0.0428","0.0248","41.9","Base"
"878","URB",2010-03-17 13:30:00,"9.65","1.839",112.1,12.67,8,80.1,3.2,NA,"8.13339","330",3.8,3.298,"3.6",3.108,NA,310,"n","1.03","n",124,"n","0.26","0.73","0.07","0.08","0.0605","137","2.4","0.0096",24.5,"0.013","2.74",199,"43","0.197","2.81","0.147","0.017","43.5","Base"
"879","URB",2010-04-01 09:17:00,"9.12","1.573",93.8,10.76,7.33,2.6,4.7,NA,"12.91885","340",NA,3.299,NA,3.203,NA,238,"n","0.92","n",130,"n","0.24","0.637","0.1","0.15","0.0761","141","1.7","0.0226",24.7,"0.0161","2.5",151,"37.9","0.22","144","0.173","0.0213","38.4","Base"
"880","URB",2010-05-25 09:34:00,"17.38","1.102",86.1,8.23,7.97,144,13.9,3.7,"9.32763","340",NA,4.273,NA,4.076,NA,254,"n","1.22","0.41",147,"n","0.29","0.631","0.12","0.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Base"
"881","URB",2010-07-06 10:10:00,"21.11","1.906",75.4,6.66,7.83,251.5,2.1,NA,"-0.80128","350",NA,82.99,NA,82.8,NA,NA,NA,NA,NA,NA,"nd","0.23","0.728","0.21","0.29","0.0379","139","4.3","0.0174",26,"0.177","4.52",181,"nd","0.238","4.28","0.371","0.225","nd","Base"
"882","URB",2010-08-04 11:41:00,"24.4","2.448",26.8,2.23,7.74,307.5,2.3,NA,"-8.22240","330",NA,5.898,NA,5.709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.118","130","4","0.16",23.4,"0.354","5.05",282,"nd","0.104","3.84","0.267","0.327","nd","Base"
"883","URB",2005-07-13 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"7.5","290",6,NA,"10",NA,NA,437,"0.14","1.25","0.84",99.5,"nd","0.3","0.54","0.21","0.23","nd","142","nd","nd",27.2,"0.0394","6.19",236,"nd","nd","nd","0.156","0.0459","nd","Storm"
"884","URB",2005-07-13 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"11.2","280",8.9,NA,"13",NA,NA,441,"0.14","1.68","0.88",99.9,"nd","0.41","0.48","0.21","0.25","nd","140","nd","nd",27.2,"0.034","6.24",239,"nd","0.305","nd","0.497","0.0599","nd","Storm"
"885","URB",2005-07-13 03:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"248","190",12,NA,"15",NA,NA,301,"0.13","6.03","0.81",69.7,"0.07","1.33","2.04","0.21","0.81","nd","95.2","nd","0.0482",19.1,"0.0194","6.45",177,"nd","5.86","10.4","8.4","0.441","43.5","Storm"
"886","URB",2005-07-13 04:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"178","140",12,NA,"13",NA,NA,166,"0.09","3.21","0.72",62.9,"0.12","1.31","1.97","0.2","0.97","nd","61.6","nd","0.0829",12.9,"0.0205","5.22",105,"nd","5.17","12.8","7.11","0.298","48.3","Storm"
"887","URB",2005-07-13 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"160","110",11,NA,"14",NA,NA,89.7,"0.06","4.36","0.66",40.7,"nd","0.94","1.88","0.2","0.6","nd","38.2","nd","0.143",7.49,"0.00715","3.99",64.7,"nd","5.36","9.28","6.85","0.195","nd","Storm"
"888","URB",2005-07-13 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"47.9","120",10,NA,"12",NA,NA,102,"0.07","4.02","0.69",45.4,"nd","0.9","1.28","0.18","0.36","nd","43.2","nd","0.133",7.96,"0.00711","3.47",74.3,"nd","2.97","6.44","3.5","0.0896","nd","Storm"
"889","URB",2005-07-13 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"45.2","150",8.6,NA,"12",NA,NA,134,"0.07","3.71","0.7",52.2,"nd","0.79","0.86","0.17","0.33","nd","53.3","nd","0.0964",9.61,"0.00747","3.62",94,"nd","2.1","5.28","2.47","0.0648","nd","Storm"
"890","URB",2005-08-29 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"15.8","250",11,NA,"13",NA,NA,259,"0.12","0.15","1.17",75.2,"0.93","0.04","2.3","0.33","0.43","nd","89.4","3.85","0.02",18.9,"1.3","8.52",175,"22.2","0.329","3.84","0.548","1.52","32.1","Storm"
"891","URB",2005-08-30 11:00:00,"21.3","0.523",106.8,9.45,7.78,172,133.2,NA,"131","76",6.5,NA,"7.3",NA,NA,50.5,"0.02","4.6","0.82",25.1,"0.08","1.01","1.31","0.23","0.62","nd","25.1","5.06","0.0411",4.05,"0.00914","2.81",42.4,"7.12","4.84","11.6","6.41","0.205","42","Storm"
"892","URB",2005-08-30 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"96.7","70",5.6,NA,"6.5",NA,NA,37.6,"nd","3.25","0.66",21.7,"0.08","0.7","0.92","0.19","0.44","0.0427","21.8","4.65","0.0467",3.23,"0.00132","2.19",33.6,"10.2","3.92","8.29","4.8","0.112","25.8","Storm"
"893","URB",2005-08-30 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"128","67",5.8,NA,"6.4",NA,NA,32,"nd","3.39","0.59",22.4,"nd","0.73","1.04","0.17","0.47","nd","22.6","3.7","0.0427",3.2,"0.00104","1.96",28.8,"5.27","4.41","10.1","5.63","0.14","34.9","Storm"
"894","URB",2005-08-30 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"218","65",5.7,NA,"6.3",NA,NA,27.1,"nd","3.69","0.56",22.5,"nd","0.81","1.38","0.16","0.64","0.027","22.8","3.26","0.043",3.07,"0.000803","1.99",24.5,"4.89","6.07","10.3","7.87","0.243","41.1","Storm"
"895","URB",2005-08-30 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"74.5","86",6.6,NA,"7.2",NA,NA,39,"nd","4.75","0.55",29.9,"0.08","1.05","1.12","0.17","0.38","0.0431","31.3","3.62","0.046",4.28,"0.000996","2.26",31.3,"6.29","3.38","8.27","4.06","0.0918","26.2","Storm"
"896","URB",2005-08-30 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"64.4","96",6.8,NA,"7.9",NA,NA,23.3,"0.02","5.42","0.59",37.5,"nd","1.17","0.86","0.18","0.35","0.0282","39.7","6.76","0.0479",5.52,"0.00118","2.59",39.1,"6.76","2.68","10.4","3.11","0.0694","27.3","Storm"
"897","URB",2005-08-30 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"33","130",7.3,NA,"7.6",NA,NA,65.1,"0.02","5.68","0.61",47.2,"0.05","3.68","0.86","0.18","0.28","nd","50.6","4.98","0.0494",7.36,"0.00284","2.81",52.6,"8.89","1.68","7.76","1.9","0.0437","20.8","Storm"
"898","URB",2005-08-31 01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"16.5","150",7.9,NA,"8.5",NA,NA,82.9,"0.03","5.46","0.66",58.7,"0.05","3.09","0.84","0.2","0.26","nd","60.7","5.54","0.0451",9.15,"0.00828","3.22",67.6,"9.09","0.984","8.97","1.16","0.0338","50.7","Storm"
"899","URB",2005-08-31 03:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"14.4","170",6.4,NA,"8.8",NA,NA,103,"0.04","5.02","0.72",69.6,"nd","1.16","0.78","0.22","0.26","nd","69.3","4.4","0.0395",11.3,"0.0146","3.44",80,"9.2","0.755","8.65","0.947","0.0393","15.1","Storm"
"900","URB",2005-08-31 05:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"206","98",6,NA,"7.9",NA,NA,36.2,"nd","3.16","0.5",29.8,"0.12","0.71","1.46","0.16","0.63","0.0258","34.7","4.52","0.048",4.86,"0.00134","2.28",32.8,"7.78","6.08","18.1","7.96","0.236","71.8","Storm"
"901","URB",2006-04-18 09:30:00,"10.58","1.046",93.3,NA,7.73,198,3.5,NA,"nd","270",14.3,NA,"14.5",NA,NA,103,"0.06","0.87","0.38",93.6,"nd","0.2","0.8","0.16","0.23","nd","115","3.38","nd",19.8,"0.0112","2.38",71.3,"10.2","0.122","3.06","0.141","0.0125","11","Storm"
"902","URB",2006-07-11 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"nd","260",9.8,NA,"16",NA,NA,32,"0.16","0.04","0.91",51.6,"nd","nd","0.91","0.28","0.3","nd","99.2","2.01","nd",24.9,"0.0119","6.59",197,"21.6","0.141","2.8","0.216","0.269","16.1","Storm"
"903","URB",2006-07-11 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"57.8","180",13.5,NA,"18.8",NA,NA,164,"0.08","10.4","0.9",70.1,"nd","2.23","1.23","0.23","0.37","nd","76.4","4.79","0.0494",15,"0.0487","5.41",113,"12","4.31","7.7","2.99","0.179","26.4","Storm"
"904","URB",2006-07-11 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"38.5","140",12,NA,"16.1",NA,NA,129,"0.13","8.04","0.84",55.1,"nd","1.74","1.1","0.54","0.32","nd","59.2","4.93","0.0799",11.6,"0.0147","4.37",88.6,"11.1","2.46","6.75","1.96","0.0843","18.1","Storm"
"905","URB",2006-07-11 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"24.5","160",11,NA,"13.5",NA,NA,147,"0.11","6.11","0.82",54.8,"nd","1.32","0.81","0.2","0.27","nd","64","4.46","0.0279",12.3,"0.00855","4.13",99.1,"12.8","1.55","5.18","1.25","0.0497","25.4","Storm"
"906","URB",2006-07-12 01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"9.6","230",9.4,NA,"15.8",NA,NA,207,"0.18","1.88","0.86",64,"nd","0.41","0.57","0.22","0.25","nd","86.7","3","nd",17.2,"0.058","4.89",139,"15.8","0.504","3.55","0.473","0.115","13.8","Storm"
"907","URB",2006-07-12 04:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"5.8","240",9.3,NA,"14.4",NA,NA,217,"0.09","1.06","0.93",65.6,"nd","0.24","0.54","0.25","0.61","nd","91.2","3.34","nd",18.4,"0.0622","5.13",148,"13.6","0.248","2.93","0.264","0.12","14.7","Storm"
"908","URB",2006-07-12 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"10.4","250",9.1,NA,"18.4",NA,NA,225,"0.24","0.62","0.96",65.3,"nd","0.13","0.61","0.25","0.26","nd","93.2","3.21","nd",18.7,"0.116","5.28",152,"14.4","0.358","3.73","0.299","0.185","15.7","Storm"
"909","URB",2006-07-12 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"131","80",8.3,NA,"12.3",NA,NA,56.8,"0.12","3.84","0.61",23.5,"nd","0.83","1.27","0.19","0.44","0.396","27.5","3.18","0.374",4.9,"0.222","2.77",41.3,"9.3","7.17","10.4","5.95","0.209","41.4","Storm"
"910","URB",2006-09-12 06:20:00,"19.42","1.316",73.5,6.73,7.25,160,102.2,NA,"116","210",19.1,NA,"21.8",NA,NA,202,"0.22","3.7","0.64",91.8,"0.11","0.87","1.02","0.26","0.53","0.0708","89.6","2.63","0.0812",16.5,"0.0532","4.97",138,"30.4","4.19","5.38","4.43","0.329","50.9","Storm"
"911","URB",2006-09-12 07:30:00,"19.46","0.955",77.8,7.13,7.25,172,59,NA,"67.4","160",18.8,NA,"19.9",NA,NA,133,"0.06","5.33","0.57",70.6,"nd","1.27","0.801","0.21","0.39","nd","64.7","2.63","0.0813",11.9,"0.024","4.37",94.8,"25.9","3.36","4.62","3.25","0.171","42.2","Storm"
"912","URB",2006-09-12 11:30:00,"19.59","0.534",83.1,7.61,7.19,195,137,NA,"300","110",14.6,NA,"16.1",NA,NA,49.6,"nd","3.6","0.51",35.3,"nd","0.85","1.63","0.19","0.95","0.0835","34.8","2.42","0.0832",5.37,"0.00579","2.93",43.1,"15","8.48","11.2","9.85","0.561","67","Storm"
"913","URB",2006-09-12 13:30:00,"19.55","0.307",87.5,8.02,7.07,214,102.2,NA,"96.5","79",14.1,NA,"13.7",NA,NA,23.6,"nd","4.05","0.56",26.2,"0.12","0.96","1.26","0.21","0.44","0.061","31.1","nd","0.0751",4.38,"0.00411","2.94",19.2,"12.3","4.14","6.35","4.09","0.136","33.9","Storm"
"914","URB",2006-09-12 19:30:00,"19.44","0.638",82.8,7.6,7.28,263,29.5,NA,"18.7","160",17.3,NA,"18",NA,NA,60.1,"nd","5.94","0.46",55.8,"nd","1.45","0.93","0.17","0.25","0.0376","63.2","1.6","0.0489",9.91,"0.00855","3.58",46.7,"24.6","1.46","4.6","1.35","0.0462","30.4","Storm"
"915","URB",2006-09-13 01:30:00,"18.89","0.87",78.7,7.3,7.33,313,12,NA,"8.8","210",16.6,NA,"20",NA,NA,96.8,"0.04","5.62","0.53",79.3,"nd","1.29","0.603","0.19","0.21","nd","81.7","nd","0.0231",13.5,"0.0122","3.84",71.5,"27.2","0.773","2.99","0.753","0.036","32.9","Storm"
"916","URB",2007-02-20 12:12:00,"-0.28","4.886",91,13.2,7.52,346,11.7,NA,"10.66","190",21.2,NA,"23.2",NA,NA,1380,"0.3","5.04","0.34",112,"0.62","1.17","1.25","0.13","0.18","nd","161","12.2","0.0182",28.3,"0.0301","5.28",697,"45.3","0.601","17.1","0.466","0.0386","44.6","Storm"
"917","URB",2007-03-01 10:06:00,"3.31","1.996",97,12.9,7.8,344,36,NA,NA,"nd",13.9,NA,"18.4",NA,NA,480,"0.08","3.34","0.23",75.4,"nd","0.73","0.492","0.12","0.2","0.111","102","2.15","0.205",17.1,"0.0149","2.68",227,"23.3","2.25","3.63","1.49","0.0322","26.4","Storm"
"918","URB",2007-03-01 11:36:00,"3.6","1.636",101,13.3,7.85,326,42.5,NA,NA,"nd",11.7,NA,"16.7",NA,NA,357,"0.08","3.4","0.27",63,"nd","0.75","0.521","0.12","0.23","0.105","86","1.74","0.146",13.9,"0.0138","2.43",182,"22.6","2.56","3.26","1.81","0.0356","24.8","Storm"
"919","URB",2007-03-01 14:22:00,"4.1","1.314",99,12.89,7.86,311,33.8,NA,NA,"7.9",13.2,NA,"16.9",NA,NA,291,"0.06","3.69","0.29",63.3,"nd","0.81","0.479","0.16","0.21","0.924","77.6","2.1","0.701",12.5,"0.0178","2.58",143,"13.2","2.17","2.39","1.46","0.0257","22.2","Storm"
"920","URB",2007-03-14 08:55:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300",15.9,NA,"37.2",NA,NA,572,"0.16","0.78","0.3",175,NA,NA,"0.287","0.1","0.15","nd","172","2.67","nd",32.6,"0.0223","3.71",277,"34.4","0.948","3.52","0.968","0.0496","40.9","Storm"
"921","URB",2007-03-14 20:58:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,"260",19.3,NA,"20",NA,NA,696,"0.15","2.72","0.27",145,"nd","0.59","0.131","0.11","0.17","0.0928","150","4.32","0.0607",27.1,"0.025","3.59",346,"48.6","1.95","5.24","1.48","0.0549","58.4","Storm"
"922","URB",2007-03-14 23:02:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,"180",18.5,NA,"17.8",NA,NA,433,"0.1","3.37","0.28",91.3,"nd","0.74","0.33","0.12","0.21","0.216","98.2","3.22","0.212",16.6,"0.0208","2.81",224,"40.3","2.87","5.11","1.95","0.0461","47.4","Storm"
"923","URB",2007-03-15 12:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,"150",17.5,NA,"17.6",NA,NA,300,"0.07","3.33","0.29",74.5,"nd","0.75","0.606","0.16","0.3","0.727","82.1","3.01","0.591",14.1,"0.0235","2.67",161,"35.9","5","4.84","3.12","0.0577","43.5","Storm"
"924","URB",2007-03-15 02:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,"170",16.7,NA,"15.7",NA,NA,282,"0.07","3.5","0.3",77.3,"nd","0.76","0.583","0.12","0.25","0.186","86.7","2.56","0.184",14.8,"0.0145","2.56",154,"33.5","2.81","3.67","2.05","0.0422","42.4","Storm"
"925","URB",2007-04-03 17:00:00,"17.38","1.128",121.7,11.63,8.04,229,3,1.9,NA,"300",18.6,NA,"11.4",NA,NA,320,"0.12","0.41","0.35",160,"nd","0.09","0.259","0.11","0.14","0.069","151","2.12","nd",27.8,"0.0195","3.14",159,"46","nd","nd","0.0737","0.0211","43.9","Storm"
"926","URB",2007-04-03 19:00:00,"15.62","1.081",75.2,7.46,7.86,207,12.2,2.3,NA,"280",19.5,NA,"26.3",NA,NA,297,"0.11","0.99","0.34",145,"nd","0.22","0.52","0.11","0.15","0.0475","137","1.95","nd",24.6,"0.0206","2.97",144,"39.8","0.49","nd","0.361","0.032","45.8","Storm"
"927","URB",2007-04-03 20:00:00,"15.42","0.331",92,9.19,7.87,173,687,27.9,NA,"110",18.8,NA,"24.1",NA,NA,86.6,"0.03","2.36","0.47",37.1,"0.11","0.53","3.31","0.16","2.06","0.059","38.8","3.08","0.0711",5.91,"0.00735","2.02",49.4,"15.1","19.1","23.5","26.9","0.896","127","Storm"
"928","URB",2007-04-03 21:00:00,"14.67","0.235",93.8,9.53,7.76,187,317.5,18.6,NA,"62",19.3,NA,"18.4",NA,NA,66.2,"nd","2.66","0.67",22,"0.08","0.6","2.1","0.27","1.13","1.51","31","3.61","0.998",4.13,"0.0413","2.46",28,"17.5","12.1","12.1","14.3","0.337","72","Storm"
"929","URB",2007-04-04 02:00:00,"13.33","0.473",89.5,9.35,7.83,230,63.1,8.3,NA,"170",18.9,NA,"19",NA,NA,102,"0.04","3.65","0.46",54.6,"nd","0.85","0.79","0.15","0.31","0.0541","70.3","1.64","0.0734",9.9,"0.00946","2.32",54.2,"22.1","4.18","nd","2.72","0.0545","31.2","Storm"
"930","URB",2007-06-19 10:40:00,"22.2","2.287",28.9,2.5,7.73,327,11.2,33.6,"34.72222","340",27.8,NA,"23.4",NA,NA,488,"0.2","0.13","1.41",60.6,"0.21","nd","1.01","0.5","0.62","nd","148","1.63","0.0201",28,"0.928","5.92",253,"16.3","0.613","2.04","0.634","16.1",NA,"Storm"
"931","URB",2007-06-19 16:00:00,"23.68","2.295",80.1,6.74,8.01,280,16.1,12.2,"17.83439","330",26,NA,"21.3",NA,NA,467,"0.19","0.36","1.24",60.8,"nd","0.08","0.799","0.41","0.6","nd","144","1.85","nd",27.4,"0.648","5.76",252,"14.8","1.35","2.98","1.38","0.693","19.9","Storm"
"932","URB",2007-07-19 13:43:00,NA,NA,NA,NA,NA,NA,NA,NA,"650.7128","200",19.8,NA,"16",NA,NA,281,"0.09","5.1","0.8",40.7,"0.08","1.14","3.89","0.28","1.93","0.0309","72.2","3.72","0.0407",14,"0.00274","4.93",165,"8.27","13.4","21.7","20.5","1.6","107","Storm"
"933","URB",2007-07-19 15:46:00,NA,NA,NA,NA,NA,NA,NA,NA,"224.4304","68",11.5,NA,"9.8",NA,NA,50,"0.02","4.2","0.59",18.6,"0.1","0.95","1.95","0.19","0.75","0.102","20.9","3.97","0.101",3.11,"0.00269","2.15",37.2,"nd","7.31","13","8.08","0.28","49.3","Storm"
"934","URB",2007-07-19 19:46:00,NA,NA,NA,NA,NA,NA,NA,NA,"62.56207","130",14.9,NA,"12.6",NA,NA,108,"0.04","3.58","0.77",30.7,"0.17","0.81","0.876","0.24","0.46","0.0792","41","3.05","0.107",6.57,"0.00215","2.88",76.2,"nd","3.6","6.35","3.42","0.0941","18.5","Storm"
"935","URB",2007-07-19 23:46:00,NA,NA,NA,NA,NA,NA,NA,NA,"12.77804","180",16.9,NA,"14.6",NA,NA,186,"0.06","2.42","0.98",40.3,"0.1","0.54","0.563","0.32","0.4","nd","60.9","2.65","0.0422",9.95,"0.00353","3.7",123,"5.64","0.952","3.72","1.02","0.0565","9.89","Storm"
"936","URB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Storm"
